debian_pkg, CPAN_dist, CPAN_vers, N_bugs, N_patches
"libmoosex-lazyrequire-perl", "MooseX-LazyRequire", "0.07", "0", "0"
"libmoosex-log-log4perl-perl", "MooseX-Log-Log4perl", "0.42", "0", "1"
"libmoosex-meta-typeconstraint-forcecoercion-perl", "MooseX-Meta-TypeConstraint-ForceCoercion", "0.01", "0", "0"
"libmoosex-method-signatures-perl", "MooseX-Method-Signatures", "0.36", "0", "0"
"libmoosex-methodattributes-perl", "MooseX-MethodAttributes", "0.24", "0", "0"
"libmoosex-multiinitarg-perl", "MooseX-MultiInitArg", "0.01", "0", "0"
"libmoosex-multimethods-perl", "MooseX-MultiMethods", "0.10", "0", "0"
"libmoosex-nonmoose-perl", "MooseX-NonMoose", "0.22", "0", "0"
"libmoosex-object-pluggable-perl", "MooseX-Object-Pluggable", "0.0011", "1", "0"
"libmoosex-oneargnew-perl", "MooseX-OneArgNew", "0.001", "0", "0"
"libmoosex-params-validate-perl", "MooseX-Params-Validate", "0.16", "0", "0"
"libmoosex-poe-perl", "MooseX-POE", "0.214", "0", "1"
"libmoosex-role-parameterized-perl", "MooseX-Role-Parameterized", "0.26", "0", "0"
"libmoosex-role-withoverloading-perl", "MooseX-Role-WithOverloading", "0.09", "0", "0"
"libmoosex-semiaffordanceaccessor-perl", "MooseX-SemiAffordanceAccessor", "0.09", "0", "1"
"libmoosex-setonce-perl", "MooseX-SetOnce", "0.200000", "0", "0"
"libmoosex-simpleconfig-perl", "MooseX-SimpleConfig", "not-uploaded", "0", "1"
"libmoosex-singleton-perl", "MooseX-Singleton", "0.26", "0", "0"
"libmoosex-storage-perl", "MooseX-Storage", "0.28", "0", "0"
"libmoosex-strictconstructor-perl", "MooseX-StrictConstructor", "0.16", "0", "0"
"libmoosex-traits-perl", "MooseX-Traits", "0.11", "0", "0"
"libmoosex-traits-pluggable-perl", "MooseX-Traits-Pluggable", "0.10", "0", "0"
"libmoosex-types-common-perl", "MooseX-Types-Common", "0.001002", "0", "0"
"libmoosex-types-datetime-perl", "MooseX-Types-DateTime", "0.03", "0", "1"
"libmoosex-types-json-perl", "MooseX-Types-JSON", "0.02", "0", "0"
"libmoosex-types-netaddr-ip-perl", "MooseX-Types-NetAddr-IP", "0.04", "0", "0"
"libmoosex-types-path-class-perl", "MooseX-Types-Path-Class", "0.05", "0", "0"
"libmoosex-types-perl", "MooseX-Types", "0.25", "0", "0"
"libmoosex-types-perl-perl", "MooseX-Types-Perl", "0.101340", "0", "0"
"libmoosex-types-set-object-perl", "MooseX-Types-Set-Object", "0.03", "0", "0"
"libmoosex-types-structured-perl", "MooseX-Types-Structured", "0.27", "0", "0"
"libmoosex-types-varianttable-perl", "MooseX-Types-VariantTable", "0.04", "0", "2"
"libmoosex-yaml-perl", "MooseX-YAML", "0.04", "0", "0"
"libmouse-perl", "Mouse", "0.93", "0", "0"
"libmousex-getopt-perl", "MouseX-Getopt", "0.33", "0", "1"
"libmousex-nativetraits-perl", "MouseX-NativeTraits", "1.04", "0", "0"
"libmousex-strictconstructor-perl", "MouseX-StrictConstructor", "0.02", "0", "0"
"libmousex-types-path-class-perl", "MouseX-Types-Path-Class", "0.06", "0", "0"
"libmousex-types-perl", "MouseX-Types", "0.05", "0", "0"
"libmqdb-perl", "MQdb", "0.954", "0", "1"
"libmro-compat-perl", "MRO-Compat", "0.11", "0", "0"
"libmsgcat-perl", "Msgcat", "1.03", "0", "0"
"libmusicbrainz-discid-perl", "MusicBrainz-DiscID", "0.03", "1", "0"
"libmysql-diff-perl", "MySQL-Diff", "0.33", "0", "0"
"libnagios-object-perl", "Nagios-Object", "0.21.15", "0", "1"
"libnagios-plugin-perl", "Nagios-Plugin", "0.35", "0", "0"
"libnamespace-autoclean-perl", "namespace-autoclean", "0.12", "0", "0"
"libnamespace-clean-perl", "namespace-clean", "0.20", "0", "1"
"libnet-akamai-perl", "Net-Akamai", "0.14", "0", "0"
"libnet-akismet-perl", "Net-Akismet", "0.05", "0", "0"
"libnet-amazon-ec2-perl", "Net-Amazon-EC2", "0.14", "0", "1"
"libnet-amazon-perl", "Net-Amazon", "0.59", "0", "0"
"libnet-amazon-s3-perl", "Net-Amazon-S3", "0.53", "1", "2"
"libnet-amazon-s3-tools-perl", "Net-Amazon-S3-Tools", "0.08", "0", "2"
"libnet-arp-perl", "Net-ARP", "1.0.4", "0", "2"
"libnet-bluetooth-perl", "Net-Bluetooth", "0.40", "1", "1"
"libnet-bonjour-perl", "Net-Bonjour", "0.96", "0", "0"
"libnet-cidr-lite-perl", "Net-CIDR-Lite", "0.21", "0", "0"
"libnet-cups-perl", "Net-CUPS", "0.60", "0", "0"
"libnet-daap-dmap-perl", "Net-DAAP-DMAP", "1.26", "0", "1"
"libnet-dhcp-perl", "Net-DHCP", "0.67", "0", "1"
"libnet-dns-async-perl", "Net-DNS-Async", "1.07", "0", "0"
"libnet-domain-tld-perl", "Net-Domain-TLD", "1.69", "1", "0"
"libnet-dpap-client-perl", "Net-DPAP-Client", "0.26", "0", "0"
"libnet-dri-perl", "Net-DRI", "0.96", "0", "1"
"libnet-easytcp-perl", "EasyTCP", "0.26", "0", "0"
"libnet-epp-perl", "Net-EPP", "0.16", "1", "1"
"libnet-frame-perl", "Net-Frame", "1.07", "0", "1"
"libnet-freedb-perl", "Net-FreeDB", "0.08", "1", "2"
"libnet-github-perl", "Net-GitHub", "0.28", "0", "0"
"libnet-google-authsub-perl", "Net-Google-AuthSub", "0.5", "0", "0"
"libnet-google-code-perl", "Net-Google-Code", "0.19", "0", "0"
"libnet-gpsd3-perl", "Net-GPSD3", "0.11", "0", "1"
"libnet-hiveminder-perl", "Net-Hiveminder", "0.08", "0", "0"
"libnet-hotline-perl", "Net-Hotline", "0.83", "0", "1"
"libnet-http-perl", "Net-HTTP", "6.01", "2", "0"
"libnet-https-any-perl", "Net-HTTPS-Any", "0.10", "0", "0"
"libnet-ident-perl", "Net-Ident", "1.23", "0", "3"
"libnet-imap-client-perl", "Net-IMAP-Client", "0.95", "0", "1"
"libnet-imap-simple-perl", "Net-IMAP-Simple", "1.2022", "1", "1"
"libnet-imap-simple-ssl-perl", "Net-IMAP-Simple-SSL", "1.3", "0", "0"
"libnet-ip-perl", "Net-IP", "1.25", "0", "3"
"libnet-irc-perl", "Net-IRC", "0.75", "1", "6"
"libnet-jabber-loudmouth-perl", "Net-Jabber-Loudmouth", "0.07", "0", "2"
"libnet-jabber-perl", "Net-Jabber", "2.0", "2", "2"
"libnet-jifty-perl", "Net-Jifty", "0.12", "0", "0"
"libnet-ldap-perl", "perl-ldap", "0.4001", "2", "3"
"libnet-libdnet-perl", "Net-Libdnet", "0.94", "0", "1"
"libnet-libidn-perl", "Net-LibIDN", "0.12.ds", "0", "0"
"libnet-mac-perl", "Net-MAC", "2.103622", "0", "0"
"libnet-mac-vendor-perl", "Net-MAC-Vendor", "1.18", "0", "2"
"libnet-managesieve-perl", "Net-ManageSieve", "0.10", "0", "2"
"libnet-nationalrail-livedepartureboards-perl", "Net-NationalRail-LiveDepartureBoards", "0.02", "1", "0"
"libnet-netmask-perl", "Net-Netmask", "1.9015", "0", "1"
"libnet-nis-perl", "Net-NIS", "0.43", "0", "0"
"libnet-nslookup-perl", "Net-Nslookup", "1.19", "1", "0"
"libnet-ntp-perl", "Net-NTP", "1.2", "0", "0"
"libnet-oauth-perl", "Net-OAuth", "0.27", "0", "0"
"libnet-opensrs-perl", "Net-OpenSRS", "0.06", "0", "0"
"libnet-patricia-perl", "Net-Patricia", "1.19", "0", "1"
"libnet-pcap-perl", "Net-Pcap", "0.16", "0", "1"
"libnet-ph-perl", "Net-PH", "2.21", "0", "0"
"libnet-rawip-perl", "Net-RawIP", "0.25", "1", "2"
"libnet-rblclient-perl", "Net-RBLClient", "0.5", "1", "0"
"libnet-rendezvous-publish-backend-avahi-perl", "Net-Rendezvous-Publish-Backend-Avahi", "0.03", "0", "0"
"libnet-rendezvous-publish-perl", "Net-Rendezvous-Publish", "0.04", "0", "1"
"libnet-scp-expect-perl", "Net-SCP-Expect", "0.16", "0", "0"
"libnet-server-coro-perl", "Net-Server-Coro", "not-uploaded", "0", "0"
"libnet-server-perl", "Net-Server", "0.99", "2", "5"
"libnet-sftp-foreign-perl", "Net-SFTP-Foreign", "1.65", "0", "1"
"libnet-sieve-perl", "Net-Sieve", "0.07", "0", "0"
"libnet-sieve-script-perl", "Net-Sieve-Script", "0.08", "0", "0"
"libnet-sip-perl", "Net-SIP", "0.62", "0", "2"
"libnet-smpp-perl", "Net-SMPP", "1.18", "0", "0"
"libnet-smtp-server-perl", "SMTP-Server", "1.1", "2", "0"
"libnet-smtp-ssl-perl", "Net-SMTP-SSL", "1.01", "0", "0"
"libnet-snpp-perl", "Net-SNPP", "1.17", "0", "1"
"libnet-ssh2-perl", "Net-SSH2", "0.35", "1", "1"
"libnet-ssleay-perl", "Net-SSLeay", "1.36", "2", "3"
"libnet-stomp-perl", "Net-Stomp", "0.41", "1", "0"
"libnet-subnets-perl", "unknown", "1.0", "0", "0"
"libnet-telnet-perl", "Net-Telnet", "3.03", "0", "0"
"libnet-tftp-perl", "Net-TFTP", "0.19", "0", "0"
"libnet-tftpd-perl", "Net-TFTPd", "0.04", "1", "0"
"libnet-trac-perl", "Net-Trac", "0.14", "1", "0"
"libnet-twitter-lite-perl", "Net-Twitter-Lite", "0.10004", "0", "0"
"libnet-twitter-perl", "Net-Twitter", "3.17001", "0", "2"
"libnet-vnc-perl", "Net-VNC", "0.38", "0", "0"
"libnet-write-perl", "Net-Write", "1.05", "0", "0"
"libnet-xmpp-perl", "Net-XMPP", "1.02", "2", "1"
"libnet-xwhois-perl", "Net-XWhois", "0.90", "0", "0"
"libnet-z3950-zoom-perl", "Net-Z3950-ZOOM", "1.26", "0", "0"
"libnetaddr-ip-perl", "/NetAddr-IP", "4.044", "0", "1"
"libnetapp-perl", "NetApp", "1.1.2", "0", "0"
"libnetpacket-perl", "NetPacket", "1.1.1", "0", "1"
"libnetserver-generic-perl", "NetServer-Generic", "1.03", "0", "1"
"libnetwork-ipv4addr-perl", "Net-IPv4Addr", "0.10.ds", "0", "1"
"libnetxap-perl", "NetxAP", "0.02", "0", "9"
"libnews-newsrc-perl", "News-Newsrc", "1.09", "0", "0"
"libnews-nntpclient-perl", "NNTPClient", "0.37", "0", "0"
"libnews-scan-perl", "News-Scan", "0.53", "0", "1"
"libnumber-compare-perl", "Number-Compare", "0.01", "0", "0"
"libnumber-format-perl", "Number-Format", "1.73", "0", "0"
"libnumber-range-perl", "Number-Range", "0.07", "0", "0"
"libnumber-recordlocator-perl", "Number-RecordLocator", "0.005", "0", "0"
"libobject-declare-perl", "Object-Declare", "0.22", "0", "0"
"libobject-destroyer-perl", "Object-Destroyer", "2.00", "0", "0"
"libobject-event-perl", "Object-Event", "1.220", "0", "0"
"libobject-id-perl", "Object-ID", "0.1.1", "0", "1"
"libobject-insideout-perl", "Object-InsideOut", "3.81", "0", "0"
"libobject-multitype-perl", "Object-MultiType", "0.05", "0", "0"
"libobject-pluggable-perl", "Object-Pluggable", "1.29", "0", "0"
"libobject-realize-later-perl", "Object-Realize-Later", "0.18", "0", "0"
"libobject-signature-perl", "Object-Signature", "1.05", "1", "0"
"libobject-tiny-perl", "Object-Tiny", "1.06", "0", "0"
"libogg-vorbis-decoder-perl", "Ogg-Vorbis-Decoder", "0.9", "0", "0"
"libogg-vorbis-header-perl", "Ogg-Vorbis-Header", "0.03", "2", "1"
"libogg-vorbis-header-pureperl-perl", "Ogg-Vorbis-Header-PurePerl", "1.0", "1", "1"
"libogre-perl", "Ogre", "0.50", "0", "1"
"libois-perl", "OIS", "0.05", "0", "0"
"libole-storage-lite-perl", "OLE-Storage_Lite", "0.19", "0", "0"
"libopengl-perl", "OpenGL", "0.62", "0", "4"
"libopengl-xscreensaver-perl", "OpenGL-XScreenSaver", "0.04", "0", "0"
"libopenoffice-oodoc-perl", "OpenOffice-OODoc", "2.125", "0", "1"
"liborlite-migrate-perl", "ORLite-Migrate", "1.07", "0", "0"
"liborlite-mirror-perl", "ORLite-Mirror", "1.20", "0", "0"
"liborlite-perl", "ORLite", "1.48", "0", "1"
"liborlite-statistics-perl", "ORLite-Statistics", "0.03", "0", "0"
"libouch-perl", "Ouch", "0.0401", "0", "0"
"libpackage-deprecationmanager-perl", "Package-DeprecationManager", "0.10", "0", "0"
"libpackage-pkg-perl", "Package-Pkg", "0.0019", "0", "0"
"libpackage-stash-perl", "Package-Stash", "0.29", "0", "1"
"libpackage-stash-xs-perl", "Package-Stash-XS", "0.22", "0", "0"
"libpadwalker-perl", "PadWalker", "1.92", "0", "1"
"libpalm-perl", "p5-Palm", "1.012", "0", "2"
"libpango-perl", "Pango", "1.221", "0", "1"
"libpar-dist-perl", "PAR-Dist", "0.45", "0", "0"
"libpar-packer-perl", "PAR-Packer", "1.008", "0", "2"
"libpar-perl", "PAR", "1.002", "0", "1"
"libparallel-iterator-perl", "Parallel-Iterator", "1.00", "0", "0"
"libparams-callbackrequest-perl", "Params-CallbackRequest", "1.19", "0", "0"
"libparams-classify-perl", "Params-Classify", "0.013", "0", "0"
"libparams-coerce-perl", "Params-Coerce", "0.14", "0", "0"
"libparams-validate-perl", "Params-Validate", "0.97", "0", "1"
"libparanoid-perl", "Paranoid", "0.29", "0", "3"
"libparent-perl", "parent", "0.224", "0", "0"
"libparse-cpan-meta-perl", "Parse-CPAN-Meta", "1.4401", "0", "0"
"libparse-cpan-packages-perl", "Parse-CPAN-Packages", "2.31", "0", "1"
"libparse-debian-packages-perl", "Parse-Debian-Packages", "0.01", "1", "1"
"libparse-dia-sql-perl", "Parse-Dia-SQL", "0.17", "0", "0"
"libparse-dmidecode-perl", "Parse-DMIDecode", "0.03", "0", "1"
"libparse-errorstring-perl-perl", "Parse-ErrorString-Perl", "0.15", "0", "0"
"libparse-exuberantctags-perl", "Parse-ExuberantCTags", "1.01", "0", "0"
"libparse-http-useragent-perl", "Parse-HTTP-UserAgent", "0.20", "0", "1"
"libparse-mediawikidump-perl", "Parse-MediaWikiDump", "1.0.6", "0", "0"
"libparse-method-signatures-perl", "Parse-Method-Signatures", "1.003013", "0", "0"
"libparse-plainconfig-perl", "Parse-PlainConfig", "2.06", "0", "0"
"libparse-recdescent-perl", "Parse-RecDescent", "1.965001", "0", "0"
"libparse-syslog-perl", "Parse-Syslog", "1.10", "0", "0"
"libparse-yapp-perl", "Parse-Yapp", "1.05", "0", "3"
"libpath-class-perl", "Path-Class", "0.23", "0", "0"
"libpath-dispatcher-declarative-perl", "Path-Dispatcher-Declarative", "0.03", "0", "0"
"libpath-dispatcher-perl", "Path-Dispatcher", "1.02", "0", "1"
"libpdf-api2-perl", "PDF-API2", "2.019", "4", "1"
"libpdf-api2-simple-perl", "PDF-API2-Simple", "1.1.4u", "0", "0"
"libpdf-create-perl", "PDF-Create", "1.06", "0", "0"
"libpdf-report-perl", "PDF-Report", "1.33", "0", "1"
"libpdf-reuse-barcode-perl", "PDF-Reuse-Barcode", "0.05", "0", "0"
"libpdf-reuse-perl", "PDF-Reuse", "0.35", "1", "2"
"libpdf-table-perl", "PDF-Table", "0.9.3", "0", "1"
"libperl-apireference-perl", "Perl-APIReference", "0.05", "0", "0"
"libperl-critic-perl", "Perl-Critic", "1.116", "0", "0"
"libperl-destruct-level-perl", "Perl-Destruct-Level", "0.02", "0", "0"
"libperl-metrics-simple-perl", "Perl-Metrics-Simple", "0.15", "0", "0"
"libperl-minimumversion-perl", "Perl-MinimumVersion", "1.28", "1", "0"
"libperl-ostype-perl", "Perl-OSType", "1.002", "0", "0"
"libperl-prereqscanner-perl", "Perl-PrereqScanner", "1.002", "0", "0"
"libperl-version-perl", "Perl-Version", "1.010", "0", "0"
"libperl4-corelibs-perl", "Perl4-CoreLibs", "0.003", "1", "0"
"libperl5i-perl", "perl5i", "2.6.1", "0", "1"
"libperl6-export-perl", "Perl6-Export", "0.07", "0", "0"
"libperl6-form-perl", "Perl6-Form", "0.04", "0", "0"
"libperl6-junction-perl", "Perl6-Junction", "1.40000", "0", "0"
"libperl6-slurp-perl", "Perl6-Slurp", "0.03", "0", "0"
"libperldoc-search-perl", "Perldoc-Search", "0.01", "1", "1"
"libperlio-gzip-perl", "PerlIO-gzip", "0.18", "0", "0"
"libperlspeak-perl", "PerlSpeak", "2.01", "0", "0"
"libpetal-perl", "Petal", "2.19", "3", "0"
"libpetal-utils-perl", "Petal-Utils", "0.06", "1", "0"
"libpgplot-perl", "PGPLOT", "2.21", "0", "1"
"libphp-serialization-perl", "PHP-Serialization", "0.34", "0", "0"
"libplack-perl", "Plack", "0.9979", "0", "0"
"libpod-2-docbook-perl", "Pod-2-DocBook", "0.03", "0", "0"
"libpod-abstract-perl", "Pod-Abstract", "0.20", "0", "1"
"libpod-constants-perl", "Pod-Constants", "0.16", "0", "0"
"libpod-coverage-moose-perl", "Pod-Coverage-Moose", "not-uploaded", "0", "0"
"libpod-coverage-perl", "Pod-Coverage", "0.21", "0", "0"
"libpod-coverage-trustpod-perl", "Pod-Coverage-TrustPod", "0.092830", "0", "0"
"libpod-elemental-perl", "Pod-Elemental", "0.102360", "0", "0"
"libpod-elemental-perlmunger-perl", "Pod-Elemental-PerlMunger", "0.093330", "0", "0"
"libpod-eventual-perl", "Pod-Eventual", "0.093170", "0", "0"
"libpod-index-perl", "Pod-Index", "0.14", "0", "0"
"libpod-markdown-perl", "Pod-Markdown", "1.110730", "0", "0"
"libpod-plainer-perl", "Pod-Plainer", "1.03", "0", "0"
"libpod-pom-perl", "Pod-POM", "0.27", "1", "1"
"libpod-readme-perl", "Pod-Readme", "0.11", "0", "0"
"libpod-sax-perl", "Pod-SAX", "0.14", "0", "0"
"libpod-simple-perl", "Pod-Simple", "3.16", "0", "1"
"libpod-spell-perl", "Pod-Spell", "1.01", "0", "0"
"libpod-strip-perl", "Pod-Strip", "1.02", "0", "0"
"libpod-tree-perl", "Pod-Tree", "1.17", "0", "1"
"libpod-weaver-perl", "Pod-Weaver", "3.101631", "0", "0"
"libpod-wordlist-hanekomu-perl", "Pod-Wordlist-hanekomu", "1.110090", "0", "0"
"libpod-wsdl-perl", "Pod-WSDL", "0.061", "0", "0"
"libpod-xhtml-perl", "Pod-Xhtml", "1.60", "0", "0"
"libpod2-base-perl", "POD2-Base", "0.043", "0", "2"
"libpoe-api-peek-perl", "POE-API-Peek", "2.1600", "1", "0"
"libpoe-component-client-dns-perl", "POE-Component-Client-DNS", "1.051", "0", "1"
"libpoe-component-client-http-perl", "POE-Component-Client-HTTP", "0.942", "0", "2"
"libpoe-component-client-keepalive-perl", "POE-Component-Client-Keepalive", "0.2660", "0", "1"
"libpoe-component-client-mpd-perl", "POE-Component-Client-MPD", "1.100430", "0", "0"
"libpoe-component-client-ping-perl", "POE-Component-Client-Ping", "1.163", "0", "0"
"libpoe-component-dbiagent-perl", "POE-Component-DBIAgent", "0.26", "0", "1"
"libpoe-component-ikc-perl", "POE-Component-IKC", "0.2200", "1", "0"
"libpoe-component-irc-perl", "POE-Component-IRC", "6.54", "0", "2"
"libpoe-component-jabber-perl", "POE-Component-Jabber", "3.00", "0", "1"
"libpoe-component-jobqueue-perl", "POE-Component-JobQueue", "0.5700", "0", "1"
"libpoe-component-pcap-perl", "POE-Component-Pcap", "0.04", "0", "0"
"libpoe-component-pubsub-perl", "POE-Component-PubSub", "0.05", "1", "0"
"libpoe-component-resolver-perl", "POE-Component-Resolver", "0.911", "0", "1"
"libpoe-component-server-http-perl", "POE-Component-Server-HTTP", "0.09", "1", "0"
"libpoe-component-server-simplehttp-perl", "POE-Component-Server-SimpleHTTP", "2.08", "0", "1"
"libpoe-component-server-soap-perl", "POE-Component-Server-SOAP", "1.14", "0", "0"
"libpoe-component-sslify-perl", "POE-Component-SSLify", "1.005", "0", "1"
"libpoe-filter-http-parser-perl", "POE-Filter-HTTP-Parser", "1.04", "0", "0"
"libpoe-filter-ircd-perl", "POE-Filter-IRCD", "2.42", "0", "0"
"libpoe-filter-xml-perl", "POE-Filter-XML", "0.38", "0", "0"
"libpoe-loop-event-perl", "POE-Loop-Event", "1.304", "0", "0"
"libpoe-loop-tk-perl", "POE-Loop-Tk", "1.304", "0", "1"
"libpoe-perl", "POE", "1.3100", "0", "2"
"libpoe-test-loops-perl", "POE-Test-Loops", "1.050", "0", "0"
"libpoex-role-sessioninstantiation-perl", "POEx-Role-SessionInstantiation", "1.102610", "1", "1"
"libpoex-types-perl", "POEx-Types", "1.100910", "0", "0"
"libposix-strptime-perl", "POSIX-strptime", "0.10", "0", "0"
"libpostfix-parse-mailq-perl", "Postfix-Parse-Mailq", "1.001", "0", "0"
"libpostscript-file-perl", "PostScript-File", "2.02", "0", "1"
"libpostscript-perl", "PostScript", "0.06", "0", "2"
"libppi-html-perl", "PPI-HTML", "1.08", "0", "0"
"libppi-perl", "PPI", "1.215", "0", "0"
"libppi-xs-perl", "PPI-XS", "0.901", "0", "0"
"libppix-editortools-perl", "PPIx-EditorTools", "0.13", "0", "0"
"libppix-regexp-perl", "PPIx-Regexp", "0.020", "0", "0"
"libppix-utilities-perl", "PPIx-Utilities", "1.001000", "0", "0"
"libpragmatic-perl", "Pragmatic", "1.7", "0", "0"
"libprobe-perl-perl", "Probe-Perl", "0.01", "0", "0"
"libproc-background-perl", "Proc-Background", "1.10", "0", "1"
"libproc-daemon-perl", "Proc-Daemon", "0.10", "0", "0"
"libproc-fork-perl", "Proc-Fork", "0.71", "0", "0"
"libproc-invokeeditor-perl", "Proc-InvokeEditor", "1.06", "0", "0"
"libproc-processtable-perl", "Proc-ProcessTable", "0.45", "0", "1"
"libproc-reliable-perl", "Proc-Reliable", "1.16", "0", "2"
"libproc-simple-perl", "Proc-Simple", "1.27", "0", "2"
"libprpc-perl", "pRPC-modules", "0.1005", "0", "3"
"libquantum-superpositions-perl", "Quantum-Superpositions", "2.02", "0", "1"
"libquota-perl", "Quota", "1.6.5", "0", "2"
"librcs-perl", "Rcs", "1.05", "0", "1"
"libreadonly-perl", "Readonly", "1.03", "0", "0"
"libreadonly-xs-perl", "Readonly-XS", "1.04", "0", "0"
"libredis-perl", "Redis", "1.9040", "0", "0"
"libregexp-common-email-address-perl", "Regexp-Common-Email-Address", "1.01", "0", "0"
"libregexp-common-perl", "Regexp-Common", "2011041701", "0", "1"
"libregexp-common-time-perl", "Regexp-Common-time", "0.04", "0", "0"
"libregexp-grammars-perl", "Regexp-Grammars", "1.012", "0", "0"
"libregexp-optimizer-perl", "Regexp-Optimizer", "0.15", "0", "1"
"libregexp-reggrp-perl", "Regexp-RegGrp", "1.000001", "0", "0"
"librelative-perl", "relative", "0.04", "0", "0"
"librest-application-perl", "REST-Application", "0.992", "0", "2"
"libreturn-value-perl", "Return-Value", "1.666001", "0", "0"
"librivescript-perl", "RiveScript", "1.20", "0", "2"
"librole-hasmessage-perl", "Role-HasMessage", "0.005", "0", "0"
"librole-identifiable-perl", "Role-Identifiable", "0.005", "0", "0"
"libroman-perl", "Roman", "1.23", "0", "0"
"librose-datetime-perl", "Rose-DateTime", "0.537", "0", "0"
"librose-db-object-perl", "Rose-DB-Object", "0.794", "0", "0"
"librose-db-perl", "Rose-DB", "0.763", "0", "0"
"librose-object-perl", "Rose-Object", "0.859", "0", "0"
"librpc-xml-perl", "RPC-XML", "0.74", "1", "1"
"librrdtool-oo-perl", "RRDTool-OO", "0.31", "0", "1"
"librt-client-rest-perl", "RT-Client-REST", "0.4", "1", "0"
"librtf-writer-perl", "RTF-Writer", "1.11", "0", "0"
"librunapp-perl", "RunApp", "0.13", "0", "1"
"libsane-perl", "Sane", "0.03", "1", "0"
"libscalar-defer-perl", "Scalar-Defer", "0.23", "0", "0"
"libscalar-list-utils-perl", "Scalar-List-Utils", "1.23", "0", "0"
"libscalar-number-perl", "Scalar-Number", "0.006", "0", "0"
"libscalar-string-perl", "Scalar-String", "0.002", "0", "0"
"libscalar-util-numeric-perl", "Scalar-Util-Numeric", "0.22", "0", "0"
"libschedule-at-perl", "Schedule-At", "1.11", "0", "1"
"libschedule-ratelimiter-perl", "Schedule-RateLimiter", "0.01", "0", "0"
"libscope-guard-perl", "Scope-Guard", "0.20", "0", "0"
"libscope-upper-perl", "Scope-Upper", "0.13", "0", "0"
"libscriptalicious-perl", "Scriptalicious", "1.16", "0", "1"
"libsearch-gin-perl", "Search-GIN", "0.08", "0", "0"
"libsearch-xapian-perl", "http://oligarchy.co.uk/xapian/1.2.5/Search-Xapian-1.2.5.0.tar.gz", "1.2.5.0", "0", "0"
"libset-infinite-perl", "Set-Infinite", "0.63", "0", "0"
"libset-intspan-perl", "Set-IntSpan", "1.16", "1", "0"
"libset-nestedgroups-perl", "Set-NestedGroups", "0.01", "0", "0"
"libset-object-perl", "Set-Object", "1.27", "0", "0"
"libset-scalar-perl", "Set-Scalar", "1.25", "0", "0"
"libset-tiny-perl", "Set-Tiny", "not-uploaded", "0", "0"
"libsgml-parser-opensp-perl", "SGML-Parser-OpenSP", "0.994", "0", "2"
"libsgmls-perl", "SGMLSpm", "1.03ii", "1", "0"
"libshell-perl", "Shell", "0.72", "1", "0"
"libshell-perl-perl", "Shell-Perl", "0.0022", "0", "0"
"libshell-posix-select-perl", "Shell-POSIX-Select", "0.05", "0", "0"
"libsignatures-perl", "signatures", "0.05", "0", "0"
"libsmart-comments-perl", "Smart-Comments", "1.0.4", "0", "0"
"libsms-send-perl", "SMS-Send", "0.05", "0", "1"
"libsnmp-extension-passpersist-perl", "SNMP-Extension-PassPersist", "0.05", "0", "0"
"libsnmp-info-perl", "SNMP-Info", "2.04", "0", "0"
"libsoap-lite-perl", "SOAP-Lite", "0.712", "2", "2"
"libsoap-wsdl-perl", "SOAP-WSDL", "2.00.10", "0", "2"
"libsocialtext-resting-perl", "Socialtext-Resting", "0.28", "0", "0"
"libsocialtext-resting-utils-perl", "Socialtext-Resting-Utils", "0.21", "0", "0"
"libsocialtext-wikitest-perl", "Socialtext-WikiTest", "0.07", "0", "0"
"libsocket-getaddrinfo-perl", "Socket-GetAddrInfo", "0.20", "0", "2"
"libsocket-multicast6-perl", "Socket-Multicast6", "0.04", "0", "1"
"libsoftware-license-perl", "Software-License", "0.103001", "0", "0"
"libsort-naturally-perl", "Sort-Naturally", "1.02", "0", "0"
"libsort-versions-perl", "Sort-Versions", "1.5", "0", "0"
"libspiffy-perl", "Spiffy", "0.30", "1", "0"
"libspoon-perl", "Spoon", "0.24", "1", "0"
"libspork-perl", "Spork", "0.20", "1", "0"
"libspreadsheet-parseexcel-perl", "Spreadsheet-ParseExcel", "0.5800", "1", "2"
"libspreadsheet-parseexcel-simple-perl", "Spreadsheet-ParseExcel-Simple", "1.04", "0", "1"
"libspreadsheet-read-perl", "Spreadsheet-Read", "0.41", "0", "1"
"libspreadsheet-writeexcel-perl", "Spreadsheet-WriteExcel", "2.37", "0", "0"
"libspreadsheet-xlsx-perl", "unknown", "0.13", "0", "1"
"libsql-abstract-limit-perl", "SQL-Abstract-Limit", "0.14.1", "1", "0"
"libsql-abstract-perl", "SQL-Abstract", "1.72", "0", "0"
"libsql-reservedwords-perl", "SQL-ReservedWords", "0.7", "0", "0"
"libsql-statement-perl", "SQL-Statement", "1.33", "0", "0"
"libsql-translator-perl", "SQL-Translator", "not-uploaded", "0", "0"
"libstar-parser-perl", "http://pdb.sdsc.edu/STAR/STAR-Parser-0.59.tar.gz", "0.59", "0", "0"
"libstat-lsmode-perl", "http://perl.plover.com/lsMode/Stat-lsMode-0.50.tar.gz", "0.50", "0", "0"
"libstatistics-basic-perl", "Statistics-Basic", "1.6601", "0", "1"
"libstatistics-descriptive-perl", "Statistics-Descriptive", "3.0201", "0", "0"
